,ZipCode,TotalHousingUnits,OccupiedHousingUnits,VacantHousingUnits,OwnerOccupied,RenterOccupied,OwnerOccupiedHouseholdSize,RenterOccupiedHouseholdSize,VehiclesAvailable,NoVehiclesAvailable,WithMortgage,WithoutMortgage
367,01760,15677,15153,524,10195,4958,2.61,1.90,15153,868,6798,3397
368,01770,1630,1515,115,1418,97,3.03,1.08,1515,11,1045,373
369,01772,3417,3364,53,3099,265,2.98,1.82,3364,62,2049,1050
370,01773,2223,2123,100,1599,524,2.52,2.15,2123,168,838,761
371,01775,2646,2646,0,2262,384,2.83,1.89,2646,29,1808,454
372,01776,6328,6208,120,5750,458,3.12,1.78,6208,171,4096,1654
373,01778,5098,4838,260,4408,430,2.98,2.00,4838,174,2985,1423
374,01801,17148,16292,856,9528,6764,2.62,2.32,16292,1245,6508,3020
375,01803,10603,10093,510,7547,2546,2.71,2.21,10093,344,4608,2939
376,01810,13766,13235,531,10774,2461,2.76,2.02,13235,418,7717,3057
377,01821,11902,11664,238,9240,2424,2.87,2.05,11664,417,6618,2622
378,01824,10267,9915,352,8276,1639,2.87,1.65,9915,355,5914,2362
379,01826,12665,12350,315,9943,2407,2.70,2.26,12350,566,6888,3055
380,01827,1148,1136,12,1068,68,2.99,2.65,1136,4,800,268
381,01830,11227,10759,468,5659,5100,2.66,2.28,10759,1433,4167,1492
382,01832,10337,9915,422,5585,4330,2.60,2.51,9915,879,4128,1457
383,01833,3237,3185,52,2470,715,2.88,1.72,3185,163,1960,510
384,01834,2547,2532,15,2320,212,2.72,2.07,2532,47,1811,509
385,01835,5613,5434,179,3971,1463,2.70,2.26,5434,130,2941,1030
386,01840,3192,3068,124,47,3021,3.30,2.18,3068,1398,36,11
387,01841,17651,17019,632,5286,11733,3.36,2.94,17019,4119,3956,1330
388,01843,10694,10204,490,3474,6730,2.99,2.57,10204,1923,2705,769
389,01844,19513,18792,721,13760,5032,2.89,2.43,18792,942,9969,3791
390,01845,11583,10971,612,7795,3176,2.88,2.25,10971,670,5541,2254
391,01850,6012,5864,148,2792,3072,2.72,2.82,5864,651,2081,711
392,01851,11826,11376,450,4821,6555,3.26,2.52,11376,1541,3564,1257
393,01852,15125,14628,497,6889,7739,2.57,2.36,14628,2250,4970,1919
394,01854,11166,10417,749,3786,6631,2.69,2.29,10417,2011,2955,831
395,01860,2673,2589,84,2066,523,2.59,2.54,2589,66,1273,793
396,01862,4118,3956,162,3138,818,2.51,2.08,3956,244,2255,883
397,01863,3776,3713,63,3043,670,2.72,2.05,3713,115,2079,964
398,01864,5891,5848,43,4763,1085,2.81,1.85,5848,195,3651,1112
399,01867,9560,9297,263,7968,1329,2.85,2.00,9297,556,5693,2275
400,01876,12099,11903,196,10068,1835,2.68,1.78,11903,443,7089,2979
401,01879,4210,4053,157,3450,603,3.23,2.14,4053,84,2602,848
402,01880,11399,10905,494,7892,3013,2.67,1.89,10905,376,5698,2194
403,01886,8774,8515,259,7538,977,2.97,2.15,8515,149,5279,2259
404,01887,7989,7756,233,6627,1129,3.16,1.85,7756,284,4925,1702
405,01890,8299,8149,150,6703,1446,2.91,2.13,8149,473,4361,2342
406,01901,1337,1194,143,137,1057,1.31,1.93,1194,522,137,0
407,01902,19274,18673,601,7352,11321,3.17,2.40,18673,3964,5599,1753
408,01904,7265,7044,221,5601,1443,2.84,2.78,7044,359,4165,1436
409,01905,9721,9339,382,4341,4998,2.93,2.84,9339,1585,3302,1039
410,01906,11254,10581,673,8211,2370,2.82,2.13,10581,658,5607,2604
411,01907,6408,6169,239,4473,1696,2.63,1.95,6169,493,3536,937
412,01908,1832,1678,154,1395,283,2.03,1.65,1678,28,853,542
413,01913,7622,7326,296,4918,2408,2.51,1.92,7326,477,3562,1356
414,01915,16870,16363,507,9750,6613,2.55,1.97,16363,1908,7359,2391
415,01921,2984,2905,79,2799,106,2.86,2.35,2905,0,2013,786
416,01922,1208,1196,12,1121,75,3.28,1.43,1196,0,974,147
417,01923,11335,10964,371,7807,3157,2.69,1.97,10964,607,5392,2415
418,01929,1606,1335,271,1075,260,2.97,1.74,1335,35,699,376
419,01930,14782,13168,1614,8261,4907,2.40,1.96,13168,1121,5358,2903
420,01937,0,0,0,0,0,-,-,0,0,0,0
421,01938,6071,5573,498,4176,1397,2.70,1.67,5573,321,3030,1146
422,01940,4920,4663,257,4001,662,2.98,1.62,4663,232,2997,1004
423,01944,2277,2080,197,1575,505,2.92,1.52,2080,13,1205,370
424,01945,8744,8075,669,6552,1523,2.61,2.11,8075,249,4562,1990
425,01949,3258,3122,136,2862,260,2.82,1.75,3122,27,1816,1046
426,01950,8127,7537,590,5806,1731,2.53,1.90,7537,376,3913,1893
427,01951,1884,1337,547,1153,184,2.16,1.72,1337,0,904,249
428,01952,5012,3885,1127,3150,735,2.45,1.87,3885,214,2181,969
429,01960,23332,22681,651,14831,7850,2.54,2.02,22681,2549,9340,5491
430,01965,354,354,0,336,18,2.53,3.00,354,0,287,49
431,01966,4257,3319,938,2269,1050,2.26,1.74,3319,212,1324,945
432,01969,2399,2326,73,1862,464,2.69,2.31,2326,57,1341,521
433,01970,20910,19699,1211,10183,9516,2.32,2.01,19699,3207,7459,2724
434,01982,2772,2575,197,2110,465,2.97,2.55,2575,56,1395,715
435,01983,2283,2202,81,1939,263,3.05,1.75,2202,80,1297,642
436,01984,1321,1291,30,1128,163,2.81,1.50,1291,59,666,462
437,01985,1765,1591,174,1476,115,2.86,2.30,1591,29,1053,423
438,02019,6658,6250,408,4915,1335,2.84,2.22,6250,185,3760,1155
439,02021,9616,9305,311,7152,2153,2.76,1.89,9305,555,4695,2457
440,02025,3393,3146,247,2519,627,2.90,1.46,3146,158,1727,792
441,02026,10963,10458,505,7422,3036,2.46,2.06,10458,758,5087,2335
442,02030,1998,1916,82,1786,130,3.09,2.91,1916,18,1236,550
443,02032,1609,1522,87,1268,254,3.47,1.90,1522,93,804,464
444,02035,7455,7289,166,5148,2141,2.83,1.80,7289,322,3712,1436
445,02038,12506,12118,388,9693,2425,2.82,1.87,12118,440,7260,2433
446,02043,9599,9252,347,7621,1631,2.79,1.52,9252,538,5098,2523
447,02045,5702,4380,1322,3505,875,2.43,1.83,4380,163,2481,1024
448,02047,361,89,272,72,17,2.36,-,89,0,33,39
449,02048,8993,8707,286,6515,2192,2.92,2.15,8707,407,4777,1738
450,02050,11678,10142,1536,8229,1913,2.71,1.79,10142,376,6107,2122
451,02052,4490,4373,117,3767,606,3.08,1.87,4373,105,2647,1120
452,02053,4869,4812,57,4192,620,2.94,1.86,4812,254,3154,1038
453,02054,3296,3078,218,2606,472,2.86,2.07,3078,54,1726,880
454,02056,3111,2967,144,2836,131,3.17,2.24,2967,27,2283,553
455,02061,3720,3567,153,3235,332,3.18,2.27,3567,35,2477,758
456,02062,13583,13002,581,6923,6079,2.62,2.10,13002,1042,4530,2393
457,02066,7919,7412,507,6496,916,2.56,2.18,7412,240,4326,2170
458,02067,6599,6395,204,5712,683,2.99,1.98,6395,145,4090,1622
459,02071,383,383,0,359,24,3.41,-,383,0,190,169
460,02072,11808,11277,531,8458,2819,2.68,2.14,11277,720,5975,2483
461,02081,7581,7251,330,5846,1405,2.87,2.27,7251,282,4086,1760
462,02090,5736,5424,312,4658,766,3.16,1.66,5424,221,2901,1757
463,02093,4726,4480,246,3850,630,2.74,2.01,4480,125,2783,1067
464,02108,2311,1905,406,893,1012,1.88,1.45,1905,920,416,477
465,02109,2727,1958,769,781,1177,1.76,1.80,1958,886,568,213
466,02110,1641,1282,359,809,473,2.02,1.37,1282,460,589,220
467,02111,4515,3515,1000,973,2542,1.82,1.97,3515,2131,605,368
468,02113,4600,4025,575,629,3396,1.95,1.61,4025,2336,432,197
469,02114,9068,7358,1710,1697,5661,2.05,1.59,7358,4291,1061,636
470,02115,10869,9455,1414,1160,8295,1.60,1.72,9455,6033,555,605
471,02116,14288,11707,2581,4211,7496,2.03,1.52,11707,5364,2737,1474
472,02118,15258,13847,1411,3826,10021,1.86,1.83,13847,5288,3116,710
473,02119,13034,11953,1081,3011,8942,2.50,2.26,11953,4951,2153,858
474,02120,5186,4701,485,449,4252,2.13,2.69,4701,2364,254,195
475,02121,11783,10718,1065,2492,8226,2.86,2.75,10718,3947,2024,468
476,02122,9914,9004,910,3787,5217,2.60,2.60,9004,1794,2812,975
477,02124,20776,19395,1381,8006,11389,2.97,2.80,19395,5352,6156,1850
478,02125,14693,12986,1707,4616,8370,2.56,2.41,12986,4087,3456,1160
479,02126,9512,8785,727,3360,5425,3.06,2.78,8785,2462,2600,760
480,02127,18891,16799,2092,7467,9332,2.08,2.07,16799,4674,5961,1506
481,02128,18376,16925,1451,4276,12649,2.46,2.75,16925,5843,2900,1376
482,02129,9731,9278,453,4508,4770,2.27,2.12,9278,1737,3310,1198
483,02130,18346,17609,737,7977,9632,2.21,2.29,17609,4933,5978,1999
484,02131,13095,12450,645,6688,5762,2.74,2.40,12450,1758,4964,1724
485,02132,11536,10941,595,7737,3204,2.59,1.88,10941,1015,5369,2368
486,02133,5,0,5,0,0,-,-,0,0,0,0
487,02134,8753,8082,671,1228,6854,2.42,2.24,8082,3782,728,500
488,02135,21278,20040,1238,4468,15572,2.15,2.20,20040,6181,2676,1792
489,02136,14379,13929,450,7425,6504,3.14,2.66,13929,2433,5696,1729
490,02138,15981,14377,1604,5299,9078,2.09,2.00,14377,4836,2832,2467
491,02139,16145,15263,882,5235,10028,2.43,2.07,15263,5636,3564,1671
492,02140,10210,9437,773,3144,6293,2.27,2.04,9437,2023,1968,1176
493,02141,7587,6826,761,2009,4817,2.10,2.01,6826,2487,1294,715
494,02142,2246,2077,169,293,1784,1.69,1.84,2077,696,165,128
495,02143,12492,11623,869,3703,7920,2.25,2.10,11623,2962,2790,913
496,02144,12022,11363,659,3994,7369,2.25,2.16,11363,2871,2632,1362
497,02145,11983,11349,634,3976,7373,2.49,2.36,11349,1971,2750,1226
498,02148,26991,25582,1409,10602,14980,2.80,2.36,25582,4875,7209,3393
499,02149,17964,17091,873,6356,10735,2.96,2.76,17091,3459,4707,1649
500,02150,13934,13337,597,3765,9572,3.23,2.83,13337,3625,2730,1035
501,02151,23491,21663,1828,10998,10665,3.12,2.45,21663,3863,7217,3781
502,02152,8695,8242,453,4670,3572,2.56,1.97,8242,1032,3087,1583
503,02155,26259,24771,1488,13502,11269,2.44,2.26,24771,2462,8556,4946
504,02163,559,403,156,0,403,-,1.98,403,308,0,0
505,02169,29184,27629,1555,10890,16739,2.56,1.92,27629,4413,7189,3701
506,02170,8372,8001,371,4173,3828,2.98,1.88,8001,1143,2515,1658
507,02171,9216,8869,347,4440,4429,2.66,1.79,8869,1088,2767,1673
508,02176,12206,11926,280,7913,4013,2.78,1.78,11926,808,5542,2371
509,02180,10004,9758,246,6620,3138,2.57,1.90,9758,617,4512,2108
510,02184,15085,14384,701,10818,3566,2.88,1.96,14384,1029,7625,3193
511,02186,9251,8797,454,7199,1598,3.19,2.28,8797,561,5378,1821
512,02188,7370,7085,285,4302,2783,2.57,1.76,7085,418,2867,1435
513,02189,6423,6194,229,4114,2080,2.52,2.30,6194,445,3267,847
514,02190,7945,7677,268,5428,2249,2.42,2.11,7677,463,3827,1601
515,02191,3581,3444,137,2846,598,2.41,1.55,3444,101,1902,944
516,02199,1156,833,323,59,774,1.49,1.48,833,323,27,32
517,02203,0,0,0,0,0,-,-,0,0,0,0
518,02205,0,0,0,0,0,-,-,0,0,0,0
519,02210,3994,3016,978,784,2232,1.96,1.38,3016,1240,608,176
520,02215,8908,7931,977,703,7228,1.44,1.62,7931,4738,385,318
521,02301,24235,22928,1307,11337,11591,3.22,2.65,22928,4399,8870,2467
522,02302,12647,12164,483,8602,3562,3.14,2.34,12164,1411,6758,1844
523,02322,1775,1653,122,1360,293,3.04,2.03,1653,47,936,424
524,02324,9030,8657,373,6559,2098,2.80,2.33,8657,227,4338,2221
525,02325,42,30,12,4,26,3.75,2.85,30,0,4,0
526,02330,4903,4648,255,4122,526,2.50,2.50,4648,164,2633,1489
527,02332,6472,6092,380,5449,643,2.69,1.84,6092,201,3503,1946
528,02333,5119,4952,167,4011,941,3.03,2.30,4952,301,3117,894
529,02338,3016,2930,86,2738,192,2.66,2.31,2930,203,1930,808
530,02339,4860,4744,116,4295,449,3.26,1.38,4744,353,3382,913
531,02341,3959,3850,109,3502,348,2.83,1.37,3850,136,2597,905
532,02343,4862,4695,167,3775,920,2.53,1.85,4695,220,2829,946
533,02346,10108,9727,381,7591,2136,2.51,2.19,9727,409,5420,2171
534,02347,4534,4162,372,3499,663,2.88,2.05,4162,89,2508,991
535,02350,70,70,0,70,0,2.60,-,70,0,45,25
536,02351,6335,6083,252,4796,1287,3.01,1.87,6083,215,3649,1147
537,02356,4576,4511,65,3316,1195,2.70,2.15,4511,173,2127,1189
538,02357,0,0,0,0,0,-,-,0,0,0,0
539,02359,6941,6861,80,5942,919,2.83,1.54,6861,197,4562,1380
540,02360,28353,24985,3368,20203,4782,2.46,1.95,24985,1140,14134,6069
541,02364,5487,5321,166,4524,797,2.69,1.50,5321,259,3603,921
542,02366,0,0,0,0,0,-,-,0,0,0,0
543,02367,1167,989,178,919,70,3.01,2.37,989,19,713,206
544,02368,12565,12167,398,8129,4038,2.90,2.67,12167,1047,5942,2187
545,02370,7168,6654,514,5161,1493,2.73,2.34,6654,389,3745,1416
546,02375,4671,4482,189,3595,887,2.63,2.21,4482,126,2431,1164
547,02379,2845,2726,119,2317,409,2.86,2.11,2726,66,1713,604
548,02382,5906,5684,222,4008,1676,2.98,1.86,5684,213,3124,884
549,02420,5543,5374,169,4851,523,2.87,2.53,5374,109,3269,1582
550,02421,7116,6927,189,5335,1592,2.83,2.21,6927,393,3409,1926
551,02445,9736,9225,511,5089,4136,2.40,2.16,9225,2355,2959,2130
552,02446,15215,14278,937,5623,8655,2.38,2.05,14278,4989,3251,2372
553,02451,7975,7586,389,4550,3036,2.52,2.10,7586,660,2948,1602
554,02452,5464,5215,249,2778,2437,2.25,2.25,5215,243,1573,1205
555,02453,12768,12115,653,5073,7042,2.29,2.19,12115,1003,3321,1752
556,02457,36,18,18,18,0,-,-,18,18,0,18
557,02458,5054,4871,183,3088,1783,2.69,2.24,4871,345,1948,1140
558,02459,6432,6268,164,5328,940,2.91,2.16,6268,247,3410,1918
559,02460,4035,3776,259,2362,1414,2.80,2.12,3776,293,1632,730
560,02461,2769,2532,237,2030,502,2.78,2.51,2532,110,1363,667
561,02462,553,532,21,341,191,2.88,1.30,532,54,280,61
562,02464,1470,1370,100,891,479,2.66,2.40,1370,41,570,321
563,02465,4508,4436,72,3146,1290,2.83,1.93,4436,85,2170,976
564,02466,3238,2990,248,1614,1376,2.94,2.06,2990,418,1132,482
565,02467,7316,6746,570,4455,2291,2.50,2.29,6746,401,2579,1876
566,02468,1873,1873,0,1789,84,2.77,2.98,1873,18,1027,762
567,02472,16842,16067,775,7940,8127,2.33,2.02,16067,1645,5379,2561
568,02474,12329,11649,680,6717,4932,2.66,2.04,11649,1081,4449,2268
569,02476,7853,7659,194,4796,2863,2.64,1.77,7659,888,2918,1878
570,02478,10878,10372,506,6592,3780,2.74,2.30,10372,741,4156,2436
571,02481,4955,4743,212,4154,589,3.13,2.24,4743,213,2767,1387
572,02482,4042,3907,135,3023,884,2.67,2.30,3907,199,1929,1094
573,02492,7275,7160,115,6470,690,2.97,1.67,7160,320,4227,2243
574,02493,3906,3731,175,3252,479,3.02,2.49,3731,85,2070,1182
575,02494,4283,4100,183,3037,1063,2.97,1.58,4100,355,2010,1027
576,02532,7149,5688,1461,4548,1140,2.25,1.88,5688,157,2884,1664
577,02534,593,379,214,347,32,2.97,-,379,0,151,196
578,02535,2172,742,1430,644,98,2.80,3.43,742,8,281,363
579,02536,11965,8373,3592,7228,1145,2.46,2.15,8373,309,4458,2770
580,02537,3225,2488,737,2346,142,2.92,1.75,2488,107,1556,790
581,02538,1966,1748,218,1157,591,2.63,2.72,1748,96,813,344
582,02539,5068,1401,3667,1030,371,3.40,4.09,1401,44,557,473
583,02540,6442,4171,2271,2868,1303,2.30,1.53,4171,545,1367,1501
584,02542,329,244,85,0,244,-,3.20,244,13,0,0
585,02543,1165,485,680,400,85,1.93,1.80,485,12,171,229
586,02553,121,30,91,30,0,-,-,30,0,0,30
587,02554,10796,3973,6823,2814,1159,3.19,3.79,3973,283,1811,1003
588,02556,2369,1018,1351,875,143,2.53,1.11,1018,4,548,327
589,02557,2523,685,1838,406,279,2.64,2.14,685,60,88,318
590,02558,1835,993,842,710,283,1.84,1.64,993,182,353,357
591,02559,2606,1593,1013,1222,371,2.30,1.33,1593,156,619,603
592,02561,363,280,83,194,86,2.08,7.22,280,16,64,130
593,02562,1553,1236,317,1037,199,2.61,2.52,1236,0,802,235
594,02563,4665,3983,682,3456,527,2.43,1.85,3983,81,2564,892
595,02564,1267,33,1234,33,0,3.70,-,33,0,22,11
596,02568,5317,3044,2273,2107,937,3.20,2.12,3044,167,1302,805
597,02571,5968,4824,1144,3468,1356,2.24,2.06,4824,284,2308,1160
598,02575,2253,907,1346,787,120,2.56,3.48,907,0,342,445
599,02576,1935,1767,168,1493,274,2.39,1.53,1767,31,900,593
600,02584,75,25,50,25,0,1.20,-,25,0,20,5
601,02601,8987,6794,2193,3522,3272,2.31,2.67,6794,727,2488,1034
602,02630,1121,744,377,659,85,2.42,3.99,744,0,362,297
603,02631,8204,4519,3685,3790,729,2.22,1.96,4519,277,2331,1459
604,02632,6186,4744,1442,3799,945,2.55,2.41,4744,87,2674,1125
605,02633,5488,2269,3219,1961,308,2.01,2.19,2269,125,969,992
606,02635,2220,1376,844,1313,63,2.12,1.76,1376,73,797,516
607,02637,177,129,48,129,0,2.26,-,129,0,94,35
608,02638,3110,1447,1663,1163,284,2.16,2.37,1447,28,662,501
609,02639,5189,1712,3477,1044,668,2.00,2.00,1712,103,621,423
610,02641,450,91,359,91,0,1.96,-,91,0,10,81
611,02642,6360,2525,3835,2357,168,2.25,2.26,2525,41,1272,1085
612,02643,61,0,61,0,0,-,-,0,0,0,0
613,02644,1566,1447,119,1289,158,2.58,2.44,1447,36,991,298
614,02645,6779,4474,2305,3801,673,2.49,1.84,4474,221,2497,1304
615,02646,2464,896,1568,780,116,1.86,2.71,896,40,510,270
616,02647,308,67,241,48,19,3.06,-,67,0,14,34
617,02648,3393,3064,329,2875,189,2.41,1.91,3064,15,2133,742
618,02649,10229,6603,3626,5524,1079,2.32,1.93,6603,302,3267,2257
619,02650,758,340,418,300,40,1.80,2.63,340,19,208,92
620,02652,2009,618,1391,470,148,1.66,1.42,618,0,140,330
621,02653,5862,2989,2873,2405,584,2.09,1.99,2989,183,1182,1223
622,02655,2963,1527,1436,1356,171,2.17,1.85,1527,42,871,485
623,02657,4969,1968,3001,1488,480,1.87,1.64,1968,228,993,495
624,02659,1299,555,744,490,65,2.06,2.06,555,23,242,248
625,02660,4514,2896,1618,2237,659,2.26,2.04,2896,110,1455,782
626,02663,606,178,428,168,10,2.26,1.90,178,34,74,94
627,02664,6860,3989,2871,2886,1103,2.32,1.98,3989,198,1600,1286
628,02666,1336,295,1041,295,0,1.97,-,295,62,131,164
629,02667,4039,1558,2481,1294,264,2.32,3.36,1558,77,539,755
630,02668,1236,1004,232,955,49,2.62,2.14,1004,34,768,187
631,02670,2337,829,1508,634,195,1.58,1.90,829,74,336,298
632,02671,1448,463,985,426,37,1.93,-,463,0,143,283
633,02672,156,88,68,88,0,1.74,-,88,0,46,42
634,02673,6568,3839,2729,3098,741,2.47,2.22,3839,224,2039,1059
635,02675,4087,3087,1000,2849,238,2.34,2.07,3087,121,1631,1218
636,02702,1673,1673,0,1565,108,2.63,1.86,1673,34,1170,395
637,02703,19517,17898,1619,12062,5836,2.78,2.06,17898,1468,8485,3577
638,02713,152,18,134,13,5,2.23,-,18,4,9,4
639,02715,1411,1383,28,1266,117,2.61,1.60,1383,53,887,379
640,02717,1916,1696,220,1499,197,2.81,2.77,1696,21,1049,450
641,02718,2572,2444,128,2185,259,2.90,2.02,2444,47,1509,676
642,02719,7471,6872,599,5077,1795,2.44,1.77,6872,513,3546,1531
643,02720,14775,13787,988,5530,8257,2.45,2.01,13787,1578,3536,1994
644,02721,12440,11010,1430,4047,6963,2.63,2.32,11010,2003,2805,1242
645,02723,7935,7511,424,2292,5219,2.31,2.15,7511,1366,1354,938
646,02724,8810,8389,421,2809,5580,2.20,2.14,8389,1705,1576,1233
647,02725,1070,934,136,811,123,2.67,1.71,934,52,561,250
648,02726,6462,6314,148,5267,1047,2.57,2.03,6314,219,3189,2078
649,02738,2449,1993,456,1628,365,2.63,2.27,1993,95,934,694
650,02739,3529,2926,603,2237,689,2.20,2.26,2926,31,923,1314
651,02740,20589,19301,1288,7360,11941,2.61,2.14,19301,3985,4948,2412
652,02743,4157,4060,97,3524,536,2.68,1.83,4060,126,2241,1283
653,02744,5634,5157,477,1708,3449,2.19,2.57,5157,1194,907,801
654,02745,10629,10154,475,5959,4195,2.57,2.19,10154,801,3975,1984
655,02746,7314,6697,617,1126,5571,2.91,2.38,6697,1964,775,351
656,02747,7483,7237,246,5623,1614,2.75,1.71,7237,561,3852,1771
657,02748,5350,4779,571,3621,1158,2.55,1.86,4779,275,2123,1498
658,02760,11820,11550,270,7981,3569,2.77,1.84,11550,544,5555,2426
659,02762,4309,4144,165,3032,1112,2.41,2.18,4144,152,2066,966
660,02763,742,723,19,538,185,2.85,-,723,117,371,167
661,02764,1608,1560,48,1357,203,2.88,2.56,1560,0,878,479
662,02766,6691,6489,202,5476,1013,2.70,2.16,6489,268,3806,1670
663,02767,5647,5550,97,4336,1214,2.88,2.15,5550,204,3162,1174
664,02769,4660,4377,283,3896,481,2.95,1.88,4377,102,3014,882
665,02770,2076,2032,44,1806,226,2.90,2.06,2032,29,1152,654
666,02771,6496,5969,527,5109,860,2.63,2.22,5969,227,3573,1536
667,02777,6879,6752,127,5915,837,2.56,2.02,6752,189,3741,2174
668,02779,2416,2294,122,2244,50,2.94,2.10,2294,0,1680,564
669,02780,22043,20625,1418,12414,8211,2.68,2.19,20625,2000,7547,4867
670,02790,7575,6667,908,5504,1163,2.55,1.90,6667,224,3375,2129
671,02791,267,244,23,211,33,1.45,1.70,244,0,56,155
672,02802,331,238,93,58,180,-,2.46,238,0,58,0
673,02804,1024,898,126,738,160,2.63,3.23,898,21,541,197
674,02806,6497,6176,321,5500,676,2.83,2.36,6176,73,3971,1529
675,02807,1959,459,1500,338,121,1.92,2.64,459,0,180,158
676,02808,982,901,81,512,389,2.87,2.48,901,12,369,143
677,02809,9394,8065,1329,5537,2528,2.53,1.81,8065,492,3344,2193
678,02812,438,438,0,417,21,2.45,-,438,0,214,203
679,02813,5219,3459,1760,2885,574,2.29,2.36,3459,33,1823,1062
680,02814,3255,2902,353,2507,395,2.76,1.79,2902,25,1686,821
681,02815,72,72,0,56,16,1.54,4.31,72,0,35,21
682,02816,14129,13371,758,10437,2934,2.54,1.87,13371,536,7295,3142
683,02817,2473,2316,157,1939,377,2.77,2.90,2316,0,1358,581
684,02818,8806,8307,499,6066,2241,2.64,1.65,8307,480,4193,1873
685,02822,2156,2018,138,1722,296,3.06,2.12,2018,34,1093,629
686,02823,13,13,0,13,0,1.92,-,13,0,0,13
687,02824,85,85,0,85,0,1.65,-,85,0,85,0
688,02825,1996,1843,153,1629,214,3.10,3.34,1843,57,1113,516
689,02826,365,282,83,282,0,2.09,-,282,0,140,142
690,02827,885,844,41,809,35,2.75,2.91,844,0,576,233
691,02828,3361,3183,178,2678,505,2.38,1.25,3183,308,1729,949
692,02829,35,35,0,0,35,-,4.34,35,0,0,0
693,02830,2444,2409,35,1855,554,2.77,2.18,2409,183,1350,505
694,02831,1544,1473,71,1286,187,2.89,2.44,1473,12,624,662
695,02832,1987,1816,171,1464,352,2.66,2.81,1816,13,1070,394
696,02833,352,352,0,254,98,2.69,-,352,54,200,54
697,02835,3069,2361,708,2002,359,2.39,2.07,2361,55,1312,690
698,02836,111,53,58,53,0,1.57,-,53,0,21,32
699,02837,2444,1592,852,1262,330,2.23,2.37,1592,52,564,698
700,02838,1501,1310,191,515,795,2.70,2.67,1310,155,311,204
701,02839,685,589,96,385,204,2.39,1.93,589,15,192,193
702,02840,13244,10171,3073,4712,5459,2.18,2.12,10171,1492,2935,1777
703,02841,6,6,0,0,6,-,3.17,6,0,0,0
704,02842,8344,7270,1074,4103,3167,2.47,2.09,7270,373,2737,1366
705,02852,10451,9563,888,7366,2197,2.53,1.87,9563,541,5193,2173
706,02857,3437,3155,282,2849,306,2.59,1.99,3155,41,1951,898
707,02858,214,214,0,182,32,3.07,2.00,214,0,163,19
708,02859,2648,2436,212,1892,544,3.12,2.15,2436,122,1436,456
709,02860,21030,18949,2081,7296,11653,2.78,2.36,18949,3237,5422,1874
710,02861,11482,10737,745,6870,3867,2.67,2.23,10737,721,4968,1902
711,02863,8059,7074,985,1809,5265,3.06,3.04,7074,1776,1041,768
712,02864,14240,13620,620,10650,2970,2.80,2.02,13620,677,7532,3118
713,02865,7061,6756,305,5096,1660,2.95,1.91,6756,282,3459,1637
714,02871,8212,7196,1016,5820,1376,2.43,2.32,7196,271,3729,2091
715,02872,334,82,252,69,13,1.16,3.69,82,43,26,43
716,02873,114,58,56,58,0,1.24,-,58,0,58,0
717,02874,2655,2395,260,2096,299,2.86,2.04,2395,18,1433,663
718,02875,195,138,57,127,11,2.01,4.55,138,0,86,41
719,02876,520,520,0,91,429,-,1.61,520,0,0,91
720,02878,7591,6651,940,5179,1472,2.56,2.02,6651,302,3111,2068
721,02879,11645,9148,2497,6959,2189,2.50,2.16,9148,431,4622,2337
722,02881,907,793,114,478,315,2.41,2.43,793,18,312,166
723,02882,8918,5492,3426,3723,1769,2.52,2.34,5492,153,2222,1501
724,02885,5513,5032,481,2921,2111,2.58,1.63,5032,663,1751,1170
725,02886,13633,12976,657,8352,4624,2.46,1.96,12976,1023,5856,2496
726,02888,8852,8365,487,6547,1818,2.27,1.91,8365,315,4721,1826
727,02889,11989,11354,635,8783,2571,2.65,1.98,11354,482,6145,2638
728,02891,12990,9936,3054,7147,2789,2.32,1.85,9936,798,4864,2283
729,02892,2245,2091,154,1836,255,2.84,3.15,2091,4,1309,527
730,02893,14895,14030,865,7677,6353,2.34,2.00,14030,1524,4866,2811
731,02894,297,255,42,237,18,2.18,2.11,255,0,219,18
732,02895,18996,16921,2075,6372,10549,2.54,2.50,16921,2724,3987,2385
733,02896,4764,4455,309,3546,909,2.68,1.91,4455,193,2500,1046
734,02898,687,575,112,550,25,2.41,3.20,575,16,420,130
735,02903,6162,5047,1115,950,4097,2.18,1.57,5047,1823,698,252
736,02904,14206,12951,1255,6581,6370,2.77,1.99,12951,1902,4871,1710
737,02905,10660,9862,798,4721,5141,2.66,2.49,9862,1689,3550,1171
738,02906,13310,12185,1125,6040,6145,2.33,1.86,12185,1398,3868,2172
739,02907,11658,10591,1067,3208,7383,3.46,2.74,10591,1808,2372,836
740,02908,17323,14380,2943,7091,7289,2.74,2.55,14380,1755,5170,1921
741,02909,18656,14857,3799,5663,9194,3.02,2.68,14857,1905,4400,1263
742,02910,9254,8624,630,5938,2686,2.80,2.16,8624,496,3906,2032
743,02911,7107,6637,470,3895,2742,2.46,2.24,6637,336,2734,1161
744,02912,26,13,13,0,13,-,1.62,13,13,0,0
745,02914,10229,9311,918,4863,4448,2.60,2.00,9311,1434,2863,2000
746,02915,7536,7168,368,4633,2535,2.37,1.86,7168,414,3197,1436
747,02916,3891,3791,100,2691,1100,2.73,1.77,3791,132,1743,948
748,02917,5071,4672,399,3680,992,2.72,1.41,4672,328,2665,1015
749,02918,36,36,0,0,36,-,-,36,0,0,0
